,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
170339,2016,11,26,Jammu and Kashmir,Armed Assault,Military,Firearms,2.0,0.0
170340,2016,11,26,Manipur,Bombing/Explosion,Military,Explosives,5.0,0.0
170350,2016,11,26,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
170360,2016,11,26,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170375,2016,11,27,Manipur,Bombing/Explosion,Business,Explosives,0.0,0.0
170387,2016,11,27,Assam,Armed Assault,Violent Political Party,Firearms,1.0,0.0
170438,2016,11,28,Meghalaya,Armed Assault,Police,Firearms,0.0,0.0
170449,2016,11,29,Jammu and Kashmir,Hostage Taking (Barricade Incident),Military,Explosives,0.0,10.0
170450,2016,11,29,Jammu and Kashmir,Armed Assault,Military,Explosives,4.0,3.0
170464,2016,11,29,Manipur,Hostage Taking (Kidnapping),Government (General),Firearms,2.0,1.0
170472,2016,11,29,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
170476,2016,11,30,Jammu and Kashmir,Armed Assault,Military,Firearms,1.0,0.0
170483,2016,11,30,West Bengal,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170484,2016,11,30,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
170485,2016,11,30,Manipur,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
170486,2016,11,30,Manipur,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
170490,2016,11,30,Punjab,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0
170504,2016,12,1,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
170507,2016,12,1,Telangana,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
170613,2016,12,2,Chhattisgarh,Armed Assault,Military,Firearms,1.0,2.0
170616,2016,12,2,Jharkhand,Hostage Taking (Kidnapping),Business,Firearms,3.0,0.0
170622,2016,12,2,Madhya Pradesh,Armed Assault,Government (General),Firearms,0.0,1.0
170623,2016,12,3,Bihar,Bombing/Explosion,Transportation,Explosives,0.0,0.0
170625,2016,12,3,Arunachal Pradesh,Bombing/Explosion,Military,Explosives,8.0,2.0
170645,2016,12,3,Chhattisgarh,Bombing/Explosion,Government (General),Explosives,1.0,0.0
170651,2016,12,3,Jammu and Kashmir,Hostage Taking (Barricade Incident),Educational Institution,Incendiary,0.0,0.0
170669,2016,12,4,Chhattisgarh,Bombing/Explosion,Military,Explosives,0.0,0.0
170684,2016,12,4,Chhattisgarh,Armed Assault,Terrorists/Non-State Militia,Melee,0.0,1.0
170712,2016,12,5,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170733,2016,12,6,Andhra Pradesh,Bombing/Explosion,Police,Explosives,0.0,0.0
170735,2016,12,6,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,1.0
170736,2016,12,6,Chhattisgarh,Bombing/Explosion,Military,Explosives,0.0,0.0
170741,2016,12,6,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170750,2016,12,6,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
170773,2016,12,7,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170790,2016,12,8,Jammu and Kashmir,Armed Assault,Business,Firearms,0.0,0.0
170795,2016,12,7,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170799,2016,12,8,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
170827,2016,12,9,Manipur,Bombing/Explosion,Police,Explosives,5.0,0.0
170832,2016,12,9,Andhra Pradesh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170852,2016,12,10,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
170855,2016,12,10,Gujarat,Bombing/Explosion,Business,Explosives,0.0,0.0
170877,2016,12,12,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170880,2016,12,11,Jharkhand,Assassination,Government (General),Firearms,0.0,1.0
170881,2016,12,11,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
170885,2016,12,11,Uttar Pradesh,Assassination,Government (General),Explosives,2.0,1.0
170893,2016,12,12,Manipur,Armed Assault,Business,Firearms,1.0,0.0
170894,2016,12,12,Manipur,Armed Assault,Business,Firearms,1.0,0.0
170942,2016,12,14,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,1.0
170965,2016,12,15,West Bengal,Assassination,Government (General),Explosives,0.0,0.0
170971,2016,12,13,Bihar,Assassination,Violent Political Party,Firearms,0.0,1.0
170976,2016,12,15,Manipur,Armed Assault,Police,Explosives,2.0,3.0
170977,2016,12,15,Manipur,Armed Assault,Police,Firearms,2.0,1.0
170978,2016,12,15,Manipur,Armed Assault,Police,Firearms,3.0,0.0
170987,2016,12,15,Jammu and Kashmir,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
170992,2016,12,15,Chhattisgarh,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
171013,2016,12,16,Manipur,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
171014,2016,12,16,Manipur,Bombing/Explosion,Business,Explosives,0.0,0.0
171015,2016,12,16,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
171039,2016,12,17,Jammu and Kashmir,Armed Assault,Military,Firearms,2.0,3.0
171040,2016,12,17,Manipur,Armed Assault,Military,Firearms,0.0,0.0
171041,2016,12,17,Assam,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
171051,2016,12,17,Telangana,Bombing/Explosion,Unknown,Explosives,0.0,0.0
171096,2016,12,18,Manipur,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
171111,2016,12,19,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,1.0,0.0
171120,2016,12,19,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
171146,2016,12,20,Manipur,Hostage Taking (Kidnapping),Business,Firearms,,
171153,2016,12,20,Delhi,Armed Assault,Government (General),Firearms,0.0,1.0
171154,2016,12,20,Manipur,Bombing/Explosion,Police,Explosives,0.0,0.0
171155,2016,12,20,Manipur,Armed Assault,Utilities,Firearms,0.0,0.0
171172,2016,12,21,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
171188,2016,12,21,Nagaland,Bombing/Explosion,Business,Explosives,3.0,0.0
171211,2016,12,22,Odisha,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
171245,2016,12,23,Andhra Pradesh,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
171246,2016,12,23,Maharashtra,Hostage Taking (Barricade Incident),Business,Incendiary,,0.0
171249,2016,12,23,Manipur,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
171250,2016,12,23,Manipur,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
171251,2016,12,23,Manipur,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
171266,2016,12,24,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,1.0
171286,2016,12,25,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
171332,2016,12,26,Nagaland,Bombing/Explosion,Military,Explosives,0.0,0.0
171334,2016,12,26,Manipur,Bombing/Explosion,Journalists & Media,Explosives,0.0,0.0
171351,2016,12,27,Jammu and Kashmir,Armed Assault,Government (General),Firearms,1.0,0.0
171352,2016,12,27,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
171353,2016,12,27,Jammu and Kashmir,Assassination,Private Citizens & Property,Firearms,0.0,0.0
171354,2016,12,27,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
171358,2016,12,27,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,2.0
171359,2016,12,27,Bihar,Bombing/Explosion,Business,Explosives,1.0,0.0
171378,2016,12,28,Assam,Bombing/Explosion,Government (General),Explosives,0.0,0.0
171384,2016,12,28,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
171410,2016,12,29,Uttar Pradesh,Armed Assault,Police,Firearms,2.0,0.0
171430,2016,12,29,Maharashtra,Unknown,Private Citizens & Property,Unknown,0.0,2.0
171431,2016,12,29,Maharashtra,Unknown,Private Citizens & Property,Unknown,0.0,1.0
171445,2016,12,30,Odisha,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0
171447,2016,12,30,Karnataka,Bombing/Explosion,Transportation,Explosives,0.0,0.0
171457,2016,12,31,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
171471,2016,12,31,Manipur,Bombing/Explosion,Business,Explosives,0.0,0.0
171519,2017,1,1,Kerala,Bombing/Explosion,Government (General),Explosives,0.0,0.0
171555,2017,1,2,Tamil Nadu,Assassination,Government (General),Firearms,0.0,1.0
171557,2017,1,2,Manipur,Unknown,Military,Unknown,1.0,3.0
171569,2017,1,3,Bihar,Assassination,Journalists & Media,Firearms,0.0,1.0
171579,2017,1,3,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
171582,2017,1,3,Jharkhand,Bombing/Explosion,Business,Explosives,0.0,0.0
171609,2017,1,4,Madhya Pradesh,Assassination,Private Citizens & Property,Firearms,0.0,2.0
171618,2017,1,4,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,2.0
171643,2017,1,5,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,0.0
171647,2017,1,5,Maharashtra,Unknown,Violent Political Party,Unknown,0.0,1.0
171662,2017,1,6,Manipur,Assassination,Government (General),Firearms,0.0,2.0
171693,2017,1,7,Manipur,Bombing/Explosion,Police,Explosives,2.0,0.0
171695,2017,1,7,Haryana,Armed Assault,Military,Firearms,0.0,1.0
171708,2017,1,7,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
171721,2017,1,8,Bihar,Assassination,Private Citizens & Property,Firearms,0.0,1.0
171747,2017,1,9,Jammu and Kashmir,Armed Assault,Government (General),Explosives,1.0,3.0
171750,2017,1,9,Jharkhand,Unarmed Assault,Utilities,Incendiary,,0.0
171757,2017,1,9,Jharkhand,Bombing/Explosion,Military,Explosives,0.0,0.0
171760,2017,1,9,Manipur,Armed Assault,Government (General),Incendiary,0.0,0.0
171780,2017,1,10,Chhattisgarh,Bombing/Explosion,Military,Explosives,0.0,0.0
171787,2017,1,10,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Fake Weapons,0.0,0.0
171801,2017,1,10,Jharkhand,Unarmed Assault,Business,Melee,0.0,0.0
171840,2017,1,12,Manipur,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
171841,2017,1,12,Manipur,Armed Assault,Business,Firearms,3.0,1.0
171846,2017,1,12,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
171849,2017,1,12,Maharashtra,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
171870,2017,1,13,Gujarat,Assassination,Violent Political Party,Firearms,1.0,0.0
171877,2017,1,13,Odisha,Hostage Taking (Kidnapping),Government (General),Unknown,,
171879,2017,1,13,Jharkhand,Bombing/Explosion,Police,Explosives,5.0,0.0
171887,2017,1,14,Punjab,Assassination,Private Citizens & Property,Firearms,0.0,1.0
171963,2017,1,16,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
171964,2017,1,16,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
171988,2017,1,17,Chhattisgarh,Assassination,Government (General),Melee,0.0,1.0
171989,2017,1,17,Jharkhand,Bombing/Explosion,Military,Explosives,1.0,0.0
171990,2017,1,17,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
172032,2017,1,16,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,
172049,2017,1,19,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,3.0
172056,2017,1,19,Jharkhand,Hostage Taking (Barricade Incident),Business,Firearms,0.0,0.0
172057,2017,1,19,Chhattisgarh,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
172063,2017,1,19,Kerala,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
172074,2017,1,20,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
172075,2017,1,20,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172076,2017,1,20,Odisha,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172091,2017,1,20,Assam,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0
172126,2017,1,22,Assam,Bombing/Explosion,Military,Explosives,2.0,2.0
172138,2017,1,22,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
172147,2017,1,22,Andhra Pradesh,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,61.0,34.0
172156,2017,1,24,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172163,2017,1,23,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0
172175,2017,1,23,Chhattisgarh,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
172176,2017,1,23,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
172182,2017,1,24,Manipur,Armed Assault,Military,Firearms,0.0,0.0
172183,2017,1,24,Jammu and Kashmir,Armed Assault,Police,Explosives,1.0,0.0
172192,2017,1,24,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,0.0
172199,2017,1,24,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
172200,2017,1,23,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172201,2017,1,24,Maharashtra,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
172219,2017,1,25,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172220,2017,1,25,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
172225,2017,1,25,Chhattisgarh,Armed Assault,Police,Other,1.0,0.0
172245,2017,1,26,Bihar,Assassination,Government (General),Firearms,0.0,1.0
172247,2017,1,26,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
172248,2017,1,26,Manipur,Bombing/Explosion,Police,Explosives,0.0,0.0
172250,2017,1,26,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
172251,2017,1,26,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172252,2017,1,26,Assam,Bombing/Explosion,Business,Explosives,0.0,0.0
172253,2017,1,26,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172254,2017,1,26,Assam,Bombing/Explosion,Business,Explosives,0.0,0.0
172255,2017,1,26,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172256,2017,1,26,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
172257,2017,1,26,Manipur,Hostage Taking (Kidnapping),Business,Firearms,0.0,2.0
172268,2017,1,26,Arunachal Pradesh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172321,2017,1,28,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,1.0
172405,2017,1,30,Bihar,Hostage Taking (Kidnapping),Business,Melee,0.0,1.0
172421,2017,1,31,Punjab,Bombing/Explosion,Private Citizens & Property,Explosives,11.0,7.0
172442,2017,1,31,Arunachal Pradesh,Armed Assault,Military,Firearms,1.0,1.0
172453,2017,2,1,Odisha,Bombing/Explosion,Police,Explosives,5.0,8.0
172457,2017,2,1,Manipur,Bombing/Explosion,Military,Explosives,1.0,0.0
172463,2017,2,1,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
172464,2017,2,1,Jharkhand,Armed Assault,Business,Explosives,3.0,0.0
172504,2017,2,2,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172506,2017,2,2,Odisha,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
172510,2017,2,2,Jammu and Kashmir,Armed Assault,Military,Explosives,0.0,0.0
172529,2017,2,3,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172570,2017,2,4,Manipur,Bombing/Explosion,Business,Explosives,0.0,0.0
172587,2017,2,5,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
172594,2017,2,5,Telangana,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
172607,2017,2,6,Chhattisgarh,Armed Assault,Military,Explosives,0.0,10.0
172614,2017,2,6,Bihar,Bombing/Explosion,Transportation,Explosives,0.0,0.0
172636,2017,2,7,Chhattisgarh,Hostage Taking (Barricade Incident),Government (General),Unknown,0.0,0.0
172678,2017,2,8,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
172686,2017,2,8,Bihar,Assassination,Government (General),Firearms,0.0,1.0
172688,2017,2,8,Bihar,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
172691,2017,2,8,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
172709,2017,2,9,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
172710,2017,2,9,Odisha,Bombing/Explosion,Police,Explosives,0.0,0.0
172735,2017,2,10,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
172736,2017,2,10,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
172742,2017,2,10,Manipur,Hostage Taking (Kidnapping),Transportation,Unknown,0.0,0.0
172743,2017,2,10,Odisha,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
172744,2017,2,10,Assam,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
172805,2017,2,12,Chhattisgarh,Bombing/Explosion,Military,Explosives,,1.0
172812,2017,2,12,Odisha,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
172813,2017,2,12,Jharkhand,Assassination,Government (General),Firearms,2.0,2.0
172815,2017,2,12,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
172816,2017,2,12,Jharkhand,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0
172858,2017,2,14,Meghalaya,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0
172861,2017,2,14,Gujarat,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172862,2017,2,14,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
172868,2017,2,14,Maharashtra,Assassination,Government (General),Firearms,0.0,1.0
172874,2017,2,14,Manipur,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
172897,2017,2,15,Chhattisgarh,Armed Assault,Police,Firearms,,5.0
172914,2017,2,15,Odisha,Hostage Taking (Kidnapping),Government (General),Melee,2.0,0.0
172917,2017,2,15,Bihar,Facility/Infrastructure Attack,Business,Incendiary,,0.0
172931,2017,2,16,Jammu and Kashmir,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
172946,2017,2,16,Odisha,Armed Assault,Military,Firearms,0.0,0.0
172949,2017,2,16,West Bengal,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0
172957,2017,2,17,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
172959,2017,2,17,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,2.0,0.0
172988,2017,2,18,Telangana,Bombing/Explosion,Police,Explosives,0.0,0.0
172993,2017,2,18,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
173018,2017,2,19,Telangana,Bombing/Explosion,Police,Explosives,0.0,0.0
173020,2017,2,19,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
173054,2017,2,20,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
173061,2017,2,20,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0
173062,2017,2,20,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,4.0,0.0
173072,2017,2,20,Bihar,Unknown,Government (General),Unknown,0.0,1.0
173087,2017,2,21,Manipur,Armed Assault,Police,Firearms,0.0,0.0
173088,2017,2,21,Manipur,Assassination,Government (General),Firearms,0.0,0.0
173089,2017,2,21,Manipur,Armed Assault,Police,Firearms,1.0,0.0
173090,2017,2,21,Manipur,Armed Assault,Police,Firearms,1.0,0.0
173139,2017,2,22,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
173165,2017,2,23,Jammu and Kashmir,Armed Assault,Military,Firearms,5.0,4.0
173200,2017,2,24,Jammu and Kashmir,Armed Assault,Police,Explosives,0.0,0.0
173202,2017,2,24,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
173213,2017,2,24,Manipur,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
173228,2017,2,25,Chhattisgarh,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
173235,2017,2,25,Assam,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
173253,2017,2,25,Punjab,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
173254,2017,2,25,Telangana,Facility/Infrastructure Attack,Transportation,Firearms,0.0,0.0
173269,2017,2,26,Manipur,Assassination,Journalists & Media,Explosives,0.0,0.0
173270,2017,2,26,Chhattisgarh,Facility/Infrastructure Attack,Transportation,Firearms,0.0,0.0
173271,2017,2,26,Chhattisgarh,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
173278,2017,2,26,Jharkhand,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0
173307,2017,2,27,Meghalaya,Hostage Taking (Kidnapping),Business,Unknown,,
173308,2017,2,27,Odisha,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
173311,2017,2,27,Maharashtra,Hostage Taking (Barricade Incident),Business,Firearms,0.0,0.0
173316,2017,2,27,Andhra Pradesh,Bombing/Explosion,Unknown,Explosives,1.0,1.0
173321,2017,2,27,Chhattisgarh,Bombing/Explosion,Business,Explosives,0.0,0.0
173322,2017,2,27,Chhattisgarh,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0
173330,2017,2,27,Manipur,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
